timestamp,Amakhala Emoyeni,Aurora Wind Power,Chaba Wind Farm,Cookhouse Wind Farm,Copperton Windfarm,Dassieklip Wind Energy Facility,Dorper Wind Farm,Excelsior Wind Energy Facility,Garob Wind Farm,Golden Valley Wind,Gouda Wind Project,Grassridge Wind Farm,Jeffreys Bay Wind Farm,Kangnas Wind Farm,Khobab Wind Farm,Kouga Wind Farm,Loeriesfontein 2 Wind Farm,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,Longyuan Mulilo Green Energy De Aar 2 North Wind Energy Facility,Metrowind Van Stadens Wind Farm,Nobelsfontein Phase 1,Nojoli Wind Farm,Noupoort Wind Farm,Nxuba Wind Farm,Oyster Bay Wind Farm,Perdekraal East Wind Farm,Red Cap – Gibson Bay,Roggeveld Wind Farm,Sere Wind Farm,The Karusa Wind Farm,Tsitsikamma Community Wind Farm,Umoya Energy Wind Farm,Waainek Wind Farm,Wesley-Ciskei,Aggregated_Wind_Speed
2023-04-01 17:00:00,3.31,6.76,4.86,3.6,1.39,4.33,1.48,3.66,1.39,3.6,2.49,1.34,5.15,2.81,2.71,5.15,3.27,1.09,1.09,2.13,1.29,3.6,2.21,3.6,5.15,2.19,5.15,2.76,3.83,2.76,3.16,5.22,3.76,4.34,110.63000000000002
2023-04-01 18:00:00,2.75,6.88,4.94,3.11,3.54,3.98,1.57,2.7,3.54,3.11,2.91,1.79,4.53,2.55,2.31,4.53,3.51,2.72,2.72,1.85,1.67,3.11,2.49,3.11,4.53,2.65,4.53,2.64,2.96,2.64,2.92,4.94,3.31,4.51,111.55
2023-04-01 19:00:00,2.18,6.2,5.16,2.12,3.68,3.25,1.9,1.74,3.68,2.12,3.23,1.34,4.29,2.22,2.2,4.29,3.96,2.24,2.24,1.67,1.44,2.12,3.55,2.12,4.29,2.94,4.29,3.24,2.05,3.24,2.95,4.43,3.13,4.37,103.87
2023-04-01 20:00:00,1.27,5.24,5.2,1.49,3.89,2.9,1.91,1.48,3.89,1.49,3.53,1.34,4.13,1.88,2.18,4.13,4.28,2.26,2.26,1.79,1.37,1.49,2.44,1.49,4.13,3.12,4.13,3.48,1.71,3.48,2.76,3.8,3.09,4.23,97.26000000000002
2023-04-01 21:00:00,0.69,4.63,5.17,1.31,4.41,2.57,1.61,1.44,4.41,1.31,3.58,2.24,4.02,1.86,2.43,4.02,4.44,2.25,2.25,1.71,1.82,1.31,1.13,1.31,4.02,3.11,4.02,3.17,1.53,3.17,2.81,3.44,2.98,3.96,94.13000000000001
2023-04-01 22:00:00,0.54,4.65,4.65,1.24,4.6,2.56,1.58,1.26,4.6,1.24,3.41,1.34,3.74,1.56,2.2,3.74,4.21,2.16,2.16,1.59,1.87,1.24,0.99,1.24,3.74,2.93,3.74,2.94,3.02,2.94,2.82,3.51,2.45,3.71,90.16999999999999
2023-04-01 23:00:00,1.11,4.37,4.47,1.71,4.81,2.52,1.71,1.16,4.81,1.71,3.27,0.89,3.59,1.68,2.27,3.59,4.18,2.27,2.27,1.24,1.71,1.71,0.82,1.71,3.59,2.82,3.59,2.63,4.63,2.63,2.79,3.36,2.22,3.65,91.49000000000001
2023-04-02 00:00:00,1.86,3.99,4.17,1.57,4.97,2.56,1.56,0.77,4.97,1.57,3.11,1.34,3.53,1.5,2.47,3.53,3.86,1.2,1.2,1.0,1.49,1.57,0.36,1.57,3.53,2.72,3.53,2.68,4.78,2.68,2.81,3.02,1.8,3.14,86.41000000000001
2023-04-02 01:00:00,1.98,3.98,4.13,1.46,5.45,2.57,1.72,0.63,5.45,1.46,2.87,0.45,3.19,1.16,2.61,3.19,3.75,1.9,1.9,0.84,1.73,1.46,0.53,1.46,3.19,2.56,3.19,2.92,5.08,2.92,2.79,2.9,1.49,2.93,85.84
2023-04-02 02:00:00,2.36,3.95,4.3,1.36,6.05,2.44,2.21,0.32,6.05,1.36,2.62,1.92,2.94,1.61,2.0,2.94,3.74,2.55,2.55,0.81,1.99,1.36,0.5,1.36,2.94,2.32,2.94,2.95,3.57,2.95,2.84,2.58,1.36,2.82,86.55999999999999
2023-04-02 03:00:00,2.65,3.26,4.1,1.47,6.1,2.33,2.21,0.25,6.1,1.47,2.43,2.16,2.75,1.08,1.59,2.75,2.47,2.74,2.74,1.13,2.11,1.47,0.97,1.47,2.75,2.12,2.75,2.48,3.25,2.48,2.89,1.63,1.42,2.79,82.36000000000001
2023-04-02 04:00:00,2.71,2.81,4.3,1.75,5.44,2.22,2.5,0.14,5.44,1.75,1.82,0.0,2.73,0.33,1.51,2.73,1.26,2.12,2.12,1.38,2.3,1.75,0.86,1.75,2.73,1.54,2.73,2.14,2.68,2.14,3.01,0.98,1.5,2.79,73.96
2023-04-02 05:00:00,2.69,1.09,4.76,2.22,5.44,2.09,2.93,0.38,5.44,2.22,0.96,2.57,2.7,0.83,0.56,2.7,0.9,2.1,2.1,1.56,2.98,2.22,1.12,2.22,2.7,0.79,2.7,2.31,1.67,2.31,2.97,2.02,1.43,2.78,76.46000000000001
2023-04-02 06:00:00,2.77,0.44,5.63,2.11,6.12,1.83,2.99,0.77,6.12,2.11,0.5,1.34,2.41,0.82,0.45,2.41,2.09,4.09,4.09,1.72,2.77,2.11,1.23,2.11,2.41,0.55,2.41,1.8,2.63,1.8,2.6,4.36,1.46,2.82,81.86999999999998
2023-04-02 07:00:00,3.35,3.98,6.44,3.59,5.73,2.25,6.54,0.95,5.73,3.59,1.15,2.57,2.26,2.1,3.09,2.26,1.99,3.88,3.88,1.79,4.21,3.59,4.98,3.59,2.26,1.02,2.26,2.3,1.95,2.3,2.15,5.73,1.54,3.61,108.61000000000004
2023-04-02 08:00:00,4.78,4.43,7.03,2.01,6.77,2.48,8.64,1.55,6.77,2.01,1.63,2.24,2.39,3.32,5.14,2.39,1.75,4.43,4.43,1.86,5.32,2.01,5.19,2.01,2.39,1.4,2.39,3.45,2.73,3.45,1.82,5.69,1.87,3.68,119.45000000000003
2023-04-02 09:00:00,5.38,3.39,7.48,2.5,6.33,2.68,8.02,1.96,6.33,2.5,1.92,2.98,3.22,3.15,0.4,3.22,1.48,6.57,6.57,2.08,6.49,2.5,6.84,2.5,3.22,1.79,3.22,3.5,4.05,3.5,1.18,4.88,1.95,3.63,127.40999999999998
2023-04-02 10:00:00,7.13,2.35,8.27,2.55,6.23,2.66,7.26,2.5,6.23,2.55,2.33,4.12,3.52,4.12,2.18,3.52,2.74,6.88,6.88,2.02,8.16,2.55,6.3,2.55,3.52,2.36,3.52,3.99,5.56,3.99,0.95,4.2,1.26,3.44,138.38999999999993
2023-04-02 11:00:00,6.08,1.56,9.07,3.3,3.67,2.51,6.83,2.75,3.67,3.3,2.49,0.89,4.56,5.14,4.87,4.56,6.21,6.77,6.77,1.55,7.97,3.3,7.03,3.3,4.56,2.61,4.56,5.21,6.76,5.21,3.8,3.49,0.61,4.35,149.31
2023-04-02 12:00:00,5.55,2.61,9.3,4.56,6.88,2.49,6.19,2.69,6.88,4.56,2.76,5.56,5.01,6.61,6.47,5.01,8.84,5.51,5.51,2.55,10.75,4.56,5.88,4.56,5.01,2.82,5.01,5.56,7.02,5.56,4.2,3.17,0.88,4.7,175.21999999999997
2023-04-02 13:00:00,2.01,3.22,9.3,4.85,8.84,2.91,4.61,3.07,8.84,4.85,2.81,1.79,3.97,7.09,6.73,3.97,9.69,16.98,16.98,5.59,6.16,4.85,4.05,4.85,3.97,3.01,3.97,6.33,7.34,6.33,3.02,2.92,2.85,5.31,193.06000000000003
2023-04-02 14:00:00,0.67,4.02,9.14,5.02,4.94,3.72,3.73,3.86,4.94,5.02,3.04,1.34,3.89,7.4,7.72,3.89,10.39,6.01,6.01,4.46,7.27,5.02,2.85,5.02,3.89,3.28,3.89,7.02,6.96,7.02,2.77,2.34,5.84,6.61,168.99000000000004
2023-04-02 15:00:00,2.38,5.34,8.83,4.93,5.86,4.54,3.21,3.92,5.86,4.93,2.99,0.89,2.69,6.5,7.13,2.69,10.48,5.38,5.38,3.88,7.27,4.93,13.89,4.93,2.69,3.07,2.69,6.87,6.66,6.87,1.87,2.37,6.13,6.94,174.98999999999998
2023-04-02 16:00:00,3.33,5.82,7.87,1.33,6.07,3.93,6.13,3.46,6.07,1.33,2.96,0.89,2.44,6.02,6.14,2.44,9.8,8.18,8.18,2.16,4.6,1.33,5.4,1.33,2.44,2.89,2.44,6.23,6.87,6.23,1.54,2.91,4.14,6.45,149.34999999999997
2023-04-02 17:00:00,7.39,4.92,7.47,2.83,6.64,1.85,6.69,2.91,6.64,2.83,2.46,1.79,0.61,3.93,5.24,0.61,9.88,6.57,6.57,0.81,3.01,2.83,2.76,2.83,0.61,2.59,0.61,4.48,5.92,4.48,0.65,2.46,2.6,5.27,129.74
2023-04-02 18:00:00,6.8,4.69,6.49,8.49,4.91,1.52,5.09,2.23,4.91,8.49,2.02,0.89,2.94,2.35,4.41,2.94,9.72,5.93,5.93,2.75,4.85,8.49,2.98,8.49,2.94,2.13,2.94,3.69,4.91,3.69,3.53,2.51,1.0,3.18,148.82999999999998
2023-04-02 19:00:00,3.63,5.77,6.18,4.37,8.1,1.46,4.94,1.61,8.1,4.37,1.32,1.34,0.97,1.82,3.37,0.97,9.02,3.93,3.93,3.75,3.55,4.37,0.4,4.37,0.97,1.54,0.97,3.35,4.6,3.35,6.53,3.88,4.04,2.43,123.30000000000001
2023-04-02 20:00:00,2.79,5.54,5.32,2.7,7.14,1.94,3.15,1.32,7.14,2.7,1.9,1.34,8.01,1.68,3.16,8.01,8.44,1.97,1.97,7.78,2.53,2.7,1.2,2.7,8.01,2.04,8.01,1.71,5.51,1.71,8.56,3.82,6.35,4.82,143.67
2023-04-02 21:00:00,1.63,5.47,2.01,1.28,5.45,1.85,4.44,2.43,5.45,1.28,1.24,4.92,4.33,2.12,3.26,4.33,7.77,1.55,1.55,4.71,0.7,1.28,0.56,1.28,4.33,1.56,4.33,1.92,5.06,1.92,3.57,3.4,6.48,6.61,110.07
2023-04-02 22:00:00,1.7,4.92,4.56,0.72,6.1,1.87,3.7,2.26,6.1,0.72,1.34,5.34,4.27,2.12,3.4,4.27,8.09,2.54,2.54,3.16,0.96,0.72,2.07,0.72,4.27,1.68,4.27,1.71,4.42,1.71,2.96,2.95,5.15,4.36,107.66999999999997
2023-04-02 23:00:00,2.24,4.3,3.76,3.23,5.19,1.85,4.0,2.18,5.19,3.23,1.14,2.24,4.27,1.92,3.29,4.27,8.73,2.98,2.98,3.28,1.87,3.23,2.06,3.23,4.27,0.96,4.27,2.26,4.01,2.26,3.66,2.35,2.91,1.29,108.90000000000003
2023-04-03 00:00:00,4.13,4.67,1.37,2.17,4.22,2.07,3.62,1.97,4.22,2.17,1.32,4.02,6.4,2.37,3.37,6.4,9.16,3.46,3.46,2.04,3.91,2.17,3.71,2.17,6.4,1.38,6.4,2.79,3.56,2.79,3.92,2.36,3.62,2.11,119.9
2023-04-03 01:00:00,2.57,6.08,2.01,1.95,3.69,2.78,4.59,2.49,3.69,1.95,1.9,4.47,6.88,2.11,2.77,6.88,8.89,2.45,2.45,3.13,4.01,1.95,3.45,1.95,6.88,2.04,6.88,2.37,4.28,2.37,4.79,4.06,3.15,2.48,124.39000000000006
2023-04-03 02:00:00,1.87,5.48,1.83,2.48,3.98,2.22,5.06,2.12,3.98,2.48,1.38,7.72,8.12,2.46,2.82,8.12,8.0,2.5,2.5,3.02,3.3,2.48,3.53,2.48,8.12,1.88,8.12,1.47,5.09,1.47,6.5,4.41,3.08,4.63,134.70000000000002
2023-04-03 03:00:00,2.06,3.97,1.46,1.82,3.29,1.89,5.48,1.59,3.29,1.82,1.1,4.92,8.99,2.02,3.32,8.99,7.79,2.76,2.76,3.35,2.77,1.82,4.2,1.82,8.99,1.25,8.99,2.68,4.61,2.68,7.9,3.48,3.23,6.54,133.63000000000002
2023-04-03 04:00:00,1.89,2.7,3.6,1.82,2.88,2.14,4.89,1.5,2.88,1.82,1.72,3.58,8.46,2.46,2.96,8.46,8.82,2.37,2.37,4.33,2.17,1.82,4.18,1.82,8.46,1.28,8.46,3.48,4.65,3.48,7.85,1.96,3.75,6.11,131.12
2023-04-03 05:00:00,1.98,3.45,5.58,1.49,3.28,2.09,3.75,1.85,3.28,1.49,1.46,3.13,9.71,2.29,2.93,9.71,9.01,2.98,2.98,5.15,1.49,1.49,3.76,1.49,9.71,1.56,9.71,3.32,3.74,3.32,9.85,1.84,2.29,5.62,136.77999999999997
2023-04-03 06:00:00,2.18,4.01,7.41,2.16,4.25,2.38,4.53,2.66,4.25,2.16,1.57,3.13,10.34,1.81,3.23,10.34,9.27,4.85,4.85,7.37,2.15,2.16,5.25,2.16,10.34,1.8,10.34,1.11,1.97,1.11,9.06,2.96,3.19,6.17,152.52
2023-04-03 07:00:00,1.43,3.92,6.94,1.13,4.89,2.8,6.18,3.7,4.89,1.13,2.12,9.77,9.24,2.7,2.21,9.24,8.94,5.95,5.95,8.63,4.02,1.13,7.02,1.13,9.24,2.27,9.24,1.72,3.57,1.72,9.13,3.98,3.71,6.5,166.13999999999996
2023-04-03 08:00:00,2.54,3.17,5.14,3.62,6.0,3.39,7.27,3.4,6.0,3.62,2.08,12.86,11.86,2.62,2.47,11.86,6.18,6.86,6.86,7.94,4.15,3.62,6.9,3.62,11.86,2.43,11.86,3.5,4.94,3.5,11.25,3.43,5.75,8.48,201.03
