timestamp,temperature,humidity,wind_speed,wind_direction,wind_gusts
2023-04-04 04:00:00,13.22,81,1.42,46,1.36
2023-04-04 05:00:00,10.04,81,1.48,38,1.45
2023-04-04 06:00:00,12.81,73,1.45,46,1.69
2023-04-04 07:00:00,16.15,60,1.89,62,2.28
2023-04-04 08:00:00,19.48,51,2.12,76,2.39
2023-04-04 09:00:00,21.15,43,1.9,79,2.01
2023-04-04 10:00:00,22.26,37,1.87,116,1.59
2023-04-04 11:00:00,24.48,32,2.08,136,1.66
2023-04-04 12:00:00,21.7,30,2.23,158,1.72
2023-04-04 13:00:00,21.7,30,2.78,175,2.12
2023-04-04 14:00:00,21.15,33,3.08,182,2.5
2023-04-04 15:00:00,20.59,39,3.19,178,3.17
2023-04-04 16:00:00,19.48,50,2.34,183,2.86
2023-04-04 17:00:00,16.7,62,1.82,162,2.06
2023-04-04 18:00:00,14.48,68,1.59,114,1.99
2023-04-04 19:00:00,13.93,70,2.16,84,3.13
2023-04-04 20:00:00,16.47,73,2.39,87,3.55
2023-04-04 21:00:00,12.81,77,2.43,83,3.65
2023-04-04 22:00:00,12.81,81,2.54,81,3.66
2023-04-04 23:00:00,13.93,83,2.49,72,3.2
2023-04-05 00:00:00,13.93,85,2.34,67,2.68
2023-04-05 01:00:00,14.48,85,2.48,66,2.5
2023-04-05 02:00:00,15.59,84,2.5,63,2.55
2023-04-05 03:00:00,15.04,84,2.56,63,2.57
2023-04-05 04:00:00,15.04,82,2.72,63,2.9
2023-04-05 05:00:00,14.48,81,2.69,59,2.67
2023-04-05 06:00:00,16.15,73,2.49,60,3.52
2023-04-05 07:00:00,17.81,59,2.68,67,3.33
2023-04-05 08:00:00,20.04,48,2.71,71,3.21
2023-04-05 09:00:00,23.37,39,2.59,73,2.77
2023-04-05 10:00:00,25.04,32,2.29,81,2.28
2023-04-05 11:00:00,27.26,27,2.36,91,2.27
2023-04-05 12:00:00,28.93,20,2.21,129,2.48
2023-04-05 13:00:00,28.37,19,2.69,153,2.58
2023-04-05 14:00:00,28.37,21,3.03,165,2.66
2023-04-05 15:00:00,27.26,23,2.87,169,2.95
2023-04-05 16:00:00,27.26,33,2.06,167,3.14
2023-04-05 17:00:00,21.15,49,2.02,110,2.81
2023-04-05 18:00:00,19.48,55,2.21,82,2.68
2023-04-05 19:00:00,18.37,60,1.92,66,1.91
2023-04-05 20:00:00,17.26,62,2.11,63,2.01
2023-04-05 21:00:00,16.7,61,1.95,55,1.9
2023-04-05 22:00:00,16.15,61,2.03,48,1.92
2023-04-05 23:00:00,16.15,60,2.05,46,1.93
2023-04-06 00:00:00,16.15,58,2.13,47,2.03
2023-04-06 01:00:00,15.59,57,2.11,43,2.02
2023-04-06 02:00:00,15.59,56,1.99,40,1.85
2023-04-06 03:00:00,18.71,55,2.05,41,1.97
2023-04-06 04:00:00,18.7,53,2.07,35,1.95
2023-04-06 05:00:00,18.78,51,2.04,25,1.86
2023-04-06 06:00:00,17.26,44,1.67,359,1.53
2023-04-06 07:00:00,25.27,31,1.27,352,1.45
2023-04-06 08:00:00,28.47,24,1.31,19,1.49
2023-04-06 09:00:00,30.81,19,0.66,345,1.38
2023-04-06 10:00:00,30.04,16,1.37,266,2.96
2023-04-06 11:00:00,34.32,13,2.12,255,5.29
2023-04-06 12:00:00,32.73,19,3.94,205,4.48
2023-04-06 13:00:00,29.89,28,4.03,209,4.04
2023-04-06 14:00:00,23.37,41,4.28,219,5.1
2023-04-06 15:00:00,24.71,47,3.46,222,4.18
2023-04-06 16:00:00,17.81,62,2.96,214,3.58
2023-04-06 17:00:00,17.81,75,2.04,216,2.68
2023-04-06 18:00:00,17.81,80,1.49,158,2.01
2023-04-06 19:00:00,17.81,83,2.15,245,3.03
2023-04-06 20:00:00,16.7,86,2.24,228,3.06
2023-04-06 21:00:00,16.15,88,2.01,241,2.67
2023-04-06 22:00:00,17.26,90,2.28,240,3.11
2023-04-06 23:00:00,17.26,89,2.57,247,3.6
2023-04-07 00:00:00,16.7,88,2.95,242,4.18
2023-04-07 01:00:00,16.7,86,3.02,239,4.57
2023-04-07 02:00:00,16.7,85,3.25,244,4.9
2023-04-07 03:00:00,16.7,84,3.1,252,4.91
2023-04-07 04:00:00,16.7,82,3.08,260,5.42
2023-04-07 05:00:00,13.93,83,2.6,260,5.64
2023-04-07 06:00:00,16.7,83,2.46,272,5.17
2023-04-07 07:00:00,20.59,62,3.74,301,5.82
2023-04-07 08:00:00,20.04,52,3.67,297,6.61
2023-04-07 09:00:00,18.37,50,4.12,273,6.87
2023-04-07 10:00:00,17.81,59,5.31,234,6.49
2023-04-07 11:00:00,16.7,80,5.54,225,7.59
2023-04-07 12:00:00,15.04,88,4.12,206,6.48
2023-04-07 13:00:00,14.48,88,2.81,191,4.59
2023-04-07 14:00:00,13.93,87,2.52,187,4.17
2023-04-07 15:00:00,13.93,86,2.09,176,3.55
2023-04-07 16:00:00,13.37,86,1.97,170,2.92
2023-04-07 17:00:00,12.81,86,1.72,158,2.58
2023-04-07 18:00:00,12.81,86,1.73,162,2.59
2023-04-07 19:00:00,11.7,86,1.62,162,2.49
2023-04-07 20:00:00,11.7,87,1.71,154,2.54
2023-04-07 21:00:00,11.7,86,1.83,158,2.92
2023-04-07 22:00:00,11.7,87,1.96,160,2.82
2023-04-07 23:00:00,11.7,87,2.08,148,3.03
2023-04-08 00:00:00,11.7,85,2.25,145,3.33
2023-04-08 01:00:00,11.7,84,2.31,145,3.53
2023-04-08 02:00:00,11.7,84,1.98,144,3.29
2023-04-08 03:00:00,11.7,84,1.8,142,2.9
2023-04-08 04:00:00,11.15,83,1.87,134,3.21
2023-04-08 05:00:00,11.15,82,1.54,141,2.89
2023-04-08 06:00:00,11.7,81,1.77,140,3.04
2023-04-08 07:00:00,12.26,78,2.23,131,3.44
2023-04-08 08:00:00,12.26,73,2.27,123,3.22
2023-04-08 09:00:00,14.48,68,2.39,123,2.93
2023-04-08 10:00:00,13.37,68,2.29,123,2.61
2023-04-08 11:00:00,13.37,65,2.27,137,2.28
2023-04-08 12:00:00,13.37,66,2.56,179,2.58
2023-04-08 13:00:00,14.48,70,3.07,172,3.18
2023-04-08 14:00:00,15.04,71,3.27,165,3.72
2023-04-08 15:00:00,14.48,73,2.85,161,3.97
2023-04-08 16:00:00,13.37,74,1.93,148,4.0
2023-04-08 17:00:00,13.37,74,1.14,150,3.04
2023-04-08 18:00:00,12.81,78,1.03,147,2.12
2023-04-08 19:00:00,12.26,78,0.47,120,1.15
2023-04-08 20:00:00,11.15,79,0.16,126,0.62
2023-04-08 21:00:00,12.72,80,0.22,354,0.51
2023-04-08 22:00:00,12.44,81,0.51,34,0.69
2023-04-08 23:00:00,11.58,83,0.8,23,0.89
2023-04-09 00:00:00,11.35,84,0.74,51,0.75
2023-04-09 01:00:00,11.0,85,0.56,74,0.61
2023-04-09 02:00:00,10.74,85,0.62,57,0.73
2023-04-09 03:00:00,10.49,86,0.64,33,0.73
2023-04-09 04:00:00,10.22,86,0.56,350,0.62
2023-04-09 05:00:00,9.97,87,0.74,334,0.79
2023-04-09 06:00:00,11.45,80,0.78,315,0.8
2023-04-09 07:00:00,11.15,70,0.95,258,0.93
2023-04-09 08:00:00,15.59,60,2.24,242,2.54
2023-04-09 09:00:00,16.7,53,2.91,234,3.0
2023-04-09 09:00:00,16.7,53,2.91,234,3.0
2023-04-09 10:00:00,17.26,50,3.35,228,3.45
2023-04-09 11:00:00,18.37,48,4.01,222,4.04
2023-04-09 12:00:00,17.81,43,4.74,224,4.9
2023-04-09 13:00:00,17.81,43,5.51,226,5.63
2023-04-09 14:00:00,17.26,43,6.24,231,6.42
2023-04-09 15:00:00,16.7,46,6.24,238,6.89
2023-04-09 16:00:00,16.15,55,5.28,247,7.31
2023-04-09 17:00:00,13.93,60,4.52,259,8.75
2023-04-09 18:00:00,11.15,68,3.42,272,8.0
2023-04-09 19:00:00,12.95,70,3.29,276,7.82
2023-04-09 20:00:00,14.48,72,3.72,291,8.97
2023-04-09 21:00:00,14.48,71,3.79,303,9.13
2023-04-09 22:00:00,15.04,71,3.85,303,10.13
2023-04-09 23:00:00,14.48,73,4.17,287,9.52
2023-04-10 00:00:00,12.26,76,5.12,286,12.07
2023-04-10 01:00:00,13.37,77,7.07,274,12.97
2023-04-10 02:00:00,13.93,82,6.96,269,12.54
2023-04-10 03:00:00,13.93,78,7.4,264,12.18
2023-04-10 04:00:00,13.93,77,6.28,264,11.09
2023-04-10 05:00:00,13.93,78,5.84,255,10.4
2023-04-10 06:00:00,14.48,76,5.96,250,10.52
2023-04-10 07:00:00,14.48,69,6.07,247,9.76
2023-04-10 08:00:00,15.04,66,6.45,245,9.0
2023-04-10 09:00:00,15.59,65,6.18,243,8.18
2023-04-10 10:00:00,16.7,58,6.22,244,7.82
2023-04-10 11:00:00,15.59,52,5.88,250,7.67
2023-04-10 12:00:00,16.15,50,6.18,244,7.85
2023-04-10 13:00:00,16.15,52,6.71,243,8.32
2023-04-10 14:00:00,15.59,56,5.71,242,7.64
2023-04-10 15:00:00,16.15,55,5.52,245,7.5
2023-04-10 16:00:00,15.04,61,4.56,248,6.76
2023-04-10 17:00:00,13.93,67,4.0,253,7.16
2023-04-10 18:00:00,13.93,67,3.47,250,6.32
2023-04-10 19:00:00,12.81,70,2.35,260,4.87
2023-04-10 20:00:00,12.81,69,2.25,260,4.88
2023-04-10 21:00:00,12.96,71,2.14,270,4.74
2023-04-10 22:00:00,10.59,74,2.15,289,4.3
2023-04-10 23:00:00,10.04,77,1.99,306,2.18
2023-04-11 00:00:00,8.93,78,1.66,316,1.65
2023-04-11 01:00:00,9.48,78,1.49,321,1.42
2023-04-11 02:00:00,9.48,78,1.62,315,1.64
2023-04-11 03:00:00,10.04,73,1.38,326,1.79
2023-04-11 04:00:00,10.59,71,1.11,329,1.32
2023-04-11 05:00:00,10.04,71,0.89,351,0.85
2023-04-11 06:00:00,11.15,70,0.88,23,1.0
2023-04-11 07:00:00,13.37,67,0.34,80,0.69
2023-04-11 08:00:00,15.59,58,0.8,138,0.87
2023-04-11 09:00:00,16.7,53,0.73,140,0.63
2023-04-11 10:00:00,17.26,51,1.87,134,1.69
2023-04-11 11:00:00,17.81,49,1.99,114,1.92
2023-04-11 12:00:00,18.93,45,2.25,172,1.51
2023-04-11 13:00:00,18.37,45,2.05,126,2.2
2023-04-11 14:00:00,17.26,47,2.43,156,2.03
2023-04-11 15:00:00,16.7,49,2.69,170,2.37
2023-04-11 16:00:00,16.7,58,2.06,168,2.5
2023-04-11 17:00:00,12.81,65,1.88,147,2.23
2023-04-11 18:00:00,12.81,69,2.18,113,3.13
2023-04-11 19:00:00,12.26,71,2.73,93,5.66
2023-04-11 20:00:00,11.15,72,2.42,90,4.87
2023-04-11 21:00:00,8.93,75,2.62,77,4.16
2023-04-11 22:00:00,8.37,77,2.66,77,3.93
2023-04-11 23:00:00,8.37,77,2.19,67,2.86
2023-04-12 00:00:00,8.37,79,2.41,67,3.32
2023-04-12 01:00:00,10.04,82,2.45,49,2.73
2023-04-12 02:00:00,11.15,80,2.14,61,2.51
2023-04-12 03:00:00,11.7,78,1.85,48,1.96
2023-04-12 04:00:00,11.7,75,1.62,40,1.62
2023-04-12 05:00:00,12.81,71,1.16,44,1.14
2023-04-12 06:00:00,13.37,66,1.41,44,1.53
2023-04-12 07:00:00,12.81,60,1.36,51,1.47
2023-04-12 08:00:00,13.93,51,0.71,57,0.7
2023-04-12 09:00:00,15.59,46,1.37,160,0.84
2023-04-12 10:00:00,16.7,45,1.5,114,1.17
2023-04-12 11:00:00,18.37,44,1.45,73,1.78
2023-04-12 12:00:00,20.59,37,1.74,220,1.96
2023-04-12 13:00:00,18.93,36,2.11,218,2.6
2023-04-12 14:00:00,17.81,40,2.74,206,2.75
2023-04-12 15:00:00,16.7,49,3.04,205,3.22
2023-04-12 16:00:00,16.15,64,2.29,203,2.88
2023-04-12 17:00:00,15.04,74,1.78,207,1.76
2023-04-12 18:00:00,14.48,72,1.48,217,2.29
2023-04-12 19:00:00,14.48,80,1.2,226,1.16
2023-04-12 20:00:00,12.26,82,0.57,284,0.69
2023-04-12 21:00:00,10.59,82,0.9,337,0.99
2023-04-12 22:00:00,10.04,80,1.19,346,1.13
2023-04-12 23:00:00,10.04,77,1.21,329,1.16
2023-04-13 00:00:00,10.59,72,1.36,302,1.28
2023-04-13 01:00:00,11.7,66,1.43,300,1.47
2023-04-13 02:00:00,11.7,61,1.65,310,1.62
2023-04-13 03:00:00,11.15,57,1.72,311,1.66
2023-04-13 04:00:00,11.15,53,1.69,312,1.64
2023-04-13 05:00:00,11.7,52,1.65,308,1.7
2023-04-13 06:00:00,12.26,52,1.66,305,1.68
2023-04-13 07:00:00,16.15,53,1.87,272,2.55
2023-04-13 08:00:00,18.37,65,2.52,256,5.04
2023-04-13 09:00:00,18.93,59,4.28,245,6.15
2023-04-13 10:00:00,19.48,52,5.53,243,7.32
2023-04-13 11:00:00,19.48,48,6.6,237,7.86
2023-04-13 12:00:00,19.48,46,7.08,234,8.02
2023-04-13 13:00:00,18.93,48,6.75,234,7.82
2023-04-13 14:00:00,18.93,51,7.13,233,8.06
2023-04-13 15:00:00,18.37,55,6.68,236,7.96
2023-04-13 16:00:00,17.26,62,5.81,239,8.84
2023-04-13 17:00:00,16.15,68,4.49,248,9.07
2023-04-13 18:00:00,15.59,72,3.78,267,8.84
2023-04-13 19:00:00,16.15,75,3.07,277,7.05
2023-04-13 20:00:00,16.15,78,2.84,282,6.41
2023-04-13 21:00:00,16.15,76,3.27,268,7.93
2023-04-13 22:00:00,15.04,78,5.1,251,8.98
2023-04-13 23:00:00,13.37,83,4.78,239,8.51
2023-04-14 00:00:00,13.93,80,3.84,230,7.72
2023-04-14 01:00:00,12.26,77,2.9,227,6.61
2023-04-14 02:00:00,10.59,72,3.02,213,6.39
2023-04-14 03:00:00,8.93,74,1.92,190,3.26
2023-04-14 04:00:00,11.85,77,1.23,172,1.49
2023-04-14 05:00:00,11.53,77,1.21,159,1.34
2023-04-14 06:00:00,12.53,72,1.24,148,2.95
2023-04-14 07:00:00,11.15,58,1.83,163,2.44
2023-04-14 08:00:00,16.7,55,1.73,163,2.27
2023-04-14 09:00:00,17.81,49,1.74,146,2.12
2023-04-14 10:00:00,16.7,44,1.91,142,2.23
2023-04-14 11:00:00,17.81,39,1.92,151,2.23
2023-04-14 12:00:00,17.81,36,1.92,182,2.12
2023-04-14 13:00:00,18.37,36,3.31,186,3.04
2023-04-14 14:00:00,17.26,40,4.38,186,3.48
2023-04-14 15:00:00,16.7,46,4.59,181,3.85
2023-04-14 16:00:00,15.59,53,2.7,170,3.37
2023-04-14 17:00:00,11.15,59,1.61,149,1.66
2023-04-14 18:00:00,12.74,62,1.73,143,1.68
2023-04-14 19:00:00,12.1,66,1.32,131,1.41
2023-04-14 20:00:00,11.82,67,1.71,62,1.69
2023-04-14 21:00:00,11.51,68,1.6,74,1.54
2023-04-14 22:00:00,11.4,68,1.71,91,1.69
2023-04-14 23:00:00,10.91,70,1.84,51,1.79
2023-04-15 00:00:00,10.45,71,1.39,99,1.44
2023-04-15 01:00:00,10.14,72,1.73,86,1.73
2023-04-15 02:00:00,9.9,73,1.55,40,1.49
2023-04-15 03:00:00,9.71,73,1.64,47,1.56
2023-04-15 04:00:00,9.52,73,1.55,58,1.49
2023-04-15 05:00:00,9.36,73,1.55,75,1.49
2023-04-15 06:00:00,7.81,69,1.59,65,1.84
2023-04-15 07:00:00,11.7,57,2.02,59,2.64
2023-04-15 08:00:00,16.15,46,2.43,80,3.32
2023-04-15 09:00:00,17.81,38,2.72,97,3.21
2023-04-15 10:00:00,18.93,33,3.02,100,3.32
2023-04-15 11:00:00,21.15,30,3.14,106,3.2
2023-04-15 12:00:00,22.26,28,3.03,114,2.97
2023-04-15 13:00:00,20.59,27,2.8,112,2.88
2023-04-15 14:00:00,20.04,28,2.94,119,3.06
2023-04-15 15:00:00,20.04,31,3.02,122,3.33
2023-04-15 16:00:00,18.37,42,2.23,121,2.73
2023-04-15 17:00:00,15.59,52,2.63,109,3.47
2023-04-15 18:00:00,13.93,63,2.58,92,3.43
2023-04-15 19:00:00,12.26,68,2.47,87,3.04
2023-04-15 20:00:00,10.59,71,2.42,90,2.94
2023-04-15 21:00:00,10.04,73,2.34,91,2.58
2023-04-15 22:00:00,8.93,75,2.39,81,2.64
2023-04-15 23:00:00,11.85,76,2.36,71,2.44
2023-04-16 00:00:00,10.04,75,2.38,68,2.35
2023-04-16 01:00:00,10.59,75,2.36,67,2.19
2023-04-16 02:00:00,10.59,76,2.35,64,2.2
2023-04-16 03:00:00,10.59,77,2.43,64,2.3
2023-04-16 04:00:00,10.59,78,2.5,60,2.33
2023-04-16 05:00:00,10.59,78,2.56,59,2.46
2023-04-16 06:00:00,11.7,73,2.4,58,3.15
2023-04-16 07:00:00,14.48,59,2.5,63,3.18
2023-04-16 08:00:00,17.26,47,2.41,67,2.73
2023-04-16 09:00:00,20.04,38,2.19,70,2.25
2023-04-16 09:00:00,20.04,38,2.19,70,2.25
2023-04-16 10:00:00,22.26,31,1.65,83,1.57
2023-04-16 11:00:00,24.48,27,1.54,138,1.17
2023-04-16 12:00:00,22.81,24,2.16,167,1.72
2023-04-16 13:00:00,26.42,25,2.74,168,1.85
2023-04-16 14:00:00,25.89,27,2.57,172,1.98
2023-04-16 15:00:00,20.59,32,1.87,181,2.07
2023-04-16 16:00:00,19.48,44,1.66,201,1.8
2023-04-16 17:00:00,15.04,56,1.14,174,1.65
2023-04-16 18:00:00,13.93,62,1.7,87,2.12
2023-04-16 19:00:00,13.37,65,2.1,65,2.03
2023-04-16 20:00:00,12.26,66,2.0,71,1.96
2023-04-16 21:00:00,11.7,68,2.02,81,1.98
2023-04-16 22:00:00,14.5,69,2.07,64,1.95
2023-04-16 23:00:00,14.46,68,2.27,49,2.08
2023-04-17 00:00:00,11.7,64,2.12,42,2.01
2023-04-17 01:00:00,11.7,63,1.51,56,1.56
2023-04-17 02:00:00,12.26,62,1.27,61,1.28
2023-04-17 03:00:00,14.13,61,1.32,40,1.24
2023-04-17 04:00:00,14.35,57,1.94,24,1.75
2023-04-17 05:00:00,14.21,55,1.37,24,1.3
2023-04-17 06:00:00,15.99,50,0.83,16,0.8
2023-04-17 07:00:00,19.32,40,0.74,212,0.76
2023-04-17 08:00:00,21.8,34,1.18,224,1.07
2023-04-17 09:00:00,24.3,28,0.76,230,1.02
2023-04-17 10:00:00,25.52,26,2.95,202,2.8
2023-04-17 11:00:00,21.7,25,2.56,201,2.17
2023-04-17 12:00:00,22.26,22,1.83,201,1.8
2023-04-17 13:00:00,27.66,19,2.02,203,2.07
2023-04-17 14:00:00,27.09,21,2.58,199,1.96
2023-04-17 15:00:00,24.83,27,2.63,200,2.39
2023-04-17 16:00:00,16.15,38,2.33,211,2.18
2023-04-17 17:00:00,12.81,49,2.2,209,2.02
2023-04-17 18:00:00,16.01,62,1.51,208,1.38
2023-04-17 19:00:00,15.15,66,1.0,208,0.95
2023-04-17 20:00:00,14.79,66,0.06,70,0.43
2023-04-17 21:00:00,14.75,63,1.14,32,1.22
2023-04-17 22:00:00,14.68,62,1.46,30,1.37
2023-04-17 23:00:00,14.43,61,0.96,31,0.95
2023-04-18 00:00:00,14.21,60,0.11,79,0.31
2023-04-18 01:00:00,13.85,60,0.08,192,0.32
2023-04-18 02:00:00,13.3,61,0.66,215,0.68
2023-04-18 03:00:00,12.95,60,0.35,339,0.59
2023-04-18 04:00:00,12.99,58,1.17,14,1.14
2023-04-18 05:00:00,12.83,58,1.08,13,1.01
2023-04-18 06:00:00,14.52,54,0.52,18,0.59
2023-04-18 07:00:00,17.44,41,0.64,137,0.61
2023-04-18 08:00:00,16.7,34,1.15,100,1.13
2023-04-18 09:00:00,18.93,29,1.15,103,1.14
2023-04-18 10:00:00,21.15,26,1.47,142,1.16
2023-04-18 11:00:00,22.81,23,1.76,154,1.59
2023-04-18 12:00:00,23.37,24,2.01,164,1.75
2023-04-18 13:00:00,21.7,24,2.71,174,1.57
2023-04-18 14:00:00,20.59,27,2.82,179,1.89
2023-04-18 15:00:00,18.93,34,2.5,186,2.4
2023-04-18 16:00:00,17.26,50,1.81,195,1.76
2023-04-18 17:00:00,13.93,60,1.34,157,1.48
2023-04-18 18:00:00,12.26,70,1.71,124,2.12
2023-04-18 19:00:00,15.4,75,2.1,97,2.62
2023-04-18 20:00:00,11.15,77,2.21,79,2.76
2023-04-18 21:00:00,13.93,79,2.18,68,2.13
2023-04-18 22:00:00,13.93,79,2.34,58,2.25
2023-04-18 23:00:00,13.93,78,2.11,59,2.0
2023-04-19 00:00:00,13.93,79,1.94,62,1.91
2023-04-19 01:00:00,12.81,79,1.85,58,1.85
2023-04-19 02:00:00,12.26,80,1.47,59,1.43
2023-04-19 03:00:00,12.26,78,1.93,43,1.75
2023-04-19 04:00:00,14.2,73,2.1,31,1.91
2023-04-19 05:00:00,14.45,68,1.08,21,1.08
2023-04-19 06:00:00,15.97,60,1.05,1,1.02
2023-04-19 07:00:00,19.48,43,1.02,350,1.13
2023-04-19 08:00:00,21.84,35,1.37,243,1.63
2023-04-19 09:00:00,23.4,30,1.74,226,1.86
2023-04-19 10:00:00,24.78,26,2.28,215,2.29
2023-04-19 11:00:00,20.59,26,2.75,207,2.63
2023-04-19 12:00:00,20.59,28,2.7,199,2.5
2023-04-19 13:00:00,19.48,29,2.38,202,2.29
2023-04-19 14:00:00,19.48,34,2.37,198,2.29
2023-04-19 15:00:00,18.93,41,1.92,195,2.04
2023-04-19 16:00:00,18.37,53,1.97,204,1.95
2023-04-19 17:00:00,14.48,62,1.59,222,1.51
2023-04-19 18:00:00,15.04,60,1.03,246,1.08
2023-04-19 19:00:00,13.93,63,1.44,232,1.47
2023-04-19 20:00:00,12.26,64,0.6,289,0.74
2023-04-19 21:00:00,15.62,59,1.23,300,1.24
2023-04-19 22:00:00,11.15,56,1.85,303,1.91
2023-04-19 23:00:00,15.39,48,2.49,321,2.65
2023-04-20 00:00:00,13.37,49,2.63,318,3.04
2023-04-20 01:00:00,16.15,53,3.04,320,3.52
2023-04-20 02:00:00,16.7,54,3.57,320,8.89
2023-04-20 03:00:00,15.04,60,4.52,322,10.33
2023-04-20 04:00:00,16.7,72,4.36,332,13.43
2023-04-20 05:00:00,17.81,75,8.2,321,17.74
2023-04-20 06:00:00,17.81,71,9.36,314,18.85
2023-04-20 07:00:00,16.7,71,10.47,287,17.05
2023-04-20 08:00:00,14.48,82,7.95,259,13.13
2023-04-20 09:00:00,13.37,86,7.08,254,12.74
2023-04-20 10:00:00,14.48,79,7.65,246,11.73
2023-04-20 11:00:00,14.48,73,8.19,241,11.81
2023-04-20 12:00:00,13.93,76,6.69,237,10.09
2023-04-20 13:00:00,15.04,68,7.47,237,9.95
2023-04-20 14:00:00,15.04,68,7.5,233,9.55
2023-04-20 15:00:00,13.93,69,6.42,233,8.99
2023-04-20 16:00:00,13.37,72,5.8,232,8.87
2023-04-20 17:00:00,12.81,76,3.85,236,7.43
2023-04-20 18:00:00,12.26,77,3.56,239,7.9
2023-04-20 19:00:00,12.81,77,3.3,234,7.3
2023-04-20 20:00:00,9.48,82,1.88,252,2.61
2023-04-20 21:00:00,8.37,81,1.55,268,1.87
2023-04-20 22:00:00,7.26,80,1.17,292,1.29
2023-04-20 23:00:00,9.32,80,1.24,293,1.4
2023-04-21 00:00:00,9.62,78,1.55,286,1.57
2023-04-21 01:00:00,9.86,77,1.24,306,1.25
2023-04-21 02:00:00,9.68,76,1.19,305,1.2
2023-04-21 03:00:00,9.54,76,0.81,310,0.87
2023-04-21 04:00:00,10.05,75,0.41,288,0.57
2023-04-21 05:00:00,10.34,73,0.64,270,0.7
2023-04-21 06:00:00,10.96,71,0.44,268,0.52
2023-04-21 07:00:00,11.7,60,0.78,354,0.86
2023-04-21 08:00:00,13.37,52,0.34,210,0.52
2023-04-21 09:00:00,15.04,48,0.72,48,0.95
2023-04-21 10:00:00,15.59,45,0.5,81,1.0
2023-04-21 11:00:00,15.59,42,0.47,159,1.08
2023-04-21 12:00:00,15.59,41,1.78,228,2.12
2023-04-21 13:00:00,15.04,44,2.32,205,1.86
2023-04-21 14:00:00,13.93,48,2.47,193,1.72
2023-04-21 15:00:00,13.37,51,2.09,186,1.94
2023-04-21 16:00:00,12.26,56,1.75,182,2.17
2023-04-21 17:00:00,11.15,60,1.47,156,1.67
2023-04-21 18:00:00,8.93,63,1.8,108,2.58
2023-04-21 19:00:00,8.37,64,1.61,100,2.5
2023-04-21 20:00:00,7.81,69,2.08,70,2.56
2023-04-21 21:00:00,8.37,69,0.77,52,0.79
2023-04-21 22:00:00,8.93,68,0.65,74,0.95
2023-04-21 23:00:00,8.93,66,1.6,51,2.04
2023-04-22 00:00:00,10.04,70,0.9,73,1.04
2023-04-22 01:00:00,10.59,68,1.63,57,2.08
2023-04-22 02:00:00,10.59,69,0.95,8,1.13
2023-04-22 03:00:00,10.59,70,1.35,330,1.79
2023-04-22 04:00:00,10.59,72,1.54,26,1.99
2023-04-22 05:00:00,11.15,74,0.43,299,0.89
2023-04-22 06:00:00,10.04,81,1.08,328,2.03
